respondent_id,h1n1_vaccine,seasonal_vaccine
27975,0.03,0.08
27976,0.18,0.19
27977,0.04,0.17
27978,0.17,0.4
27979,0.28,0.71
27980,0.05,0.11
27981,0.05,0.36
27982,0.08,0.76
27983,0.44,0.81
27984,0.09,0.48
27985,0.03,0.88
27986,0.67,0.67
27987,0.19,0.56
27988,0.06,0.64
27989,0.05,0.4
27990,0.2,0.57
27991,0.29,0.47
27992,0.0,0.03
27993,0.03,0.13
27994,0.17,0.73
27995,0.04,0.71
27996,0.02,0.1
27997,0.1,0.2
27998,0.08,0.69
27999,0.47,0.86
28000,0.04,0.23
28001,0.03,0.04
28002,0.05,0.07
28003,0.02,0.48
28004,0.18,0.5
28005,0.23,0.36
28006,0.15,0.25
28007,0.04,0.46
28008,0.02,0.68
28009,0.05,0.36
28010,0.01,0.11
28011,0.05,0.64
28012,0.72,0.9
28013,0.42,0.66
28014,0.02,0.11
28015,0.39,0.66
28016,0.51,0.74
28017,0.07,0.32
28018,0.03,0.65
28019,0.05,0.13
28020,0.04,0.11
28021,0.45,0.65
28022,0.36,0.42
28023,0.47,0.67
28024,0.01,0.33
28025,0.68,0.76
28026,0.06,0.2
28027,0.42,0.7
28028,0.28,0.92
28029,0.31,0.66
28030,0.74,0.93
28031,0.0,0.03
28032,0.14,0.5
28033,0.31,0.12
28034,0.64,0.77
28035,0.16,0.21
28036,0.06,0.29
28037,0.14,0.51
28038,0.03,0.11
28039,0.06,0.41
28040,0.4,0.94
28041,0.1,0.88
28042,0.08,0.14
28043,0.63,0.76
28044,0.11,0.35
28045,0.23,0.55
28046,0.01,0.52
28047,0.17,0.77
28048,0.09,0.16
28049,0.07,0.73
28050,0.01,0.26
28051,0.11,0.74
28052,0.17,0.52
28053,0.01,0.16
28054,0.32,0.31
28055,0.16,0.27
28056,0.64,0.91
28057,0.06,0.8
28058,0.05,0.4
28059,0.05,0.4
28060,0.03,0.24
28061,0.15,0.25
28062,0.34,0.55
28063,0.14,0.31
28064,0.08,0.69
28065,0.04,0.23
28066,0.12,0.49
28067,0.07,0.84
28068,0.26,0.22
28069,0.09,0.46
28070,0.12,0.5
28071,0.1,0.51
28072,0.25,0.31
28073,0.02,0.13
28074,0.42,0.51
28075,0.15,0.25
28076,0.08,0.6
28077,0.24,0.23
28078,0.19,0.69
28079,0.43,0.87
28080,0.03,0.18
28081,0.13,0.76
28082,0.26,0.58
28083,0.04,0.08
28084,0.06,0.08
28085,0.56,0.52
28086,0.13,0.59
28087,0.1,0.85
28088,0.4,0.52
28089,0.03,0.24
28090,0.06,0.54
28091,0.07,0.23
28092,0.03,0.07
28093,0.02,0.57
28094,0.04,0.42
28095,0.81,0.83
28096,0.39,0.65
28097,0.01,0.05
28098,0.07,0.37
28099,0.1,0.29
28100,0.05,0.28
28101,0.4,0.86
28102,0.16,0.26
28103,0.0,0.79
28104,0.29,0.83
28105,0.08,0.12
28106,0.18,0.39
28107,0.07,0.1
28108,0.57,0.6
28109,0.06,0.17
28110,0.39,0.83
28111,0.27,0.41
28112,0.28,0.56
28113,0.1,0.73
28114,0.03,0.13
28115,0.12,0.42
28116,0.01,0.46
28117,0.04,0.19
28118,0.15,0.17
28119,0.58,0.76
28120,0.33,0.76
28121,0.45,0.81
28122,0.0,0.03
28123,0.07,0.06
28124,0.11,0.3
28125,0.16,0.53
28126,0.34,0.48
28127,0.07,0.33
28128,0.04,0.04
28129,0.28,0.78
28130,0.11,0.17
28131,0.25,0.14
28132,0.31,0.89
28133,0.21,0.95
28134,0.29,0.36
28135,0.16,0.68
28136,0.09,0.69
28137,0.04,0.26
28138,0.32,0.73
28139,0.31,0.79
28140,0.44,0.81
28141,0.03,0.04
28142,0.05,0.07
28143,0.21,0.39
28144,0.19,0.81
28145,0.12,0.32
28146,0.08,0.2
28147,0.05,0.4
28148,0.41,0.5
28149,0.03,0.11
28150,0.12,0.7
28151,0.04,0.53
28152,0.3,0.42
28153,0.06,0.15
28154,0.05,0.09
28155,0.07,0.72
28156,0.11,0.54
28157,0.13,0.26
28158,0.72,0.95
28159,0.49,0.78
28160,0.05,0.22
28161,0.1,0.63
28162,0.24,0.75
28163,0.15,0.33
28164,0.74,0.9
28165,0.11,0.3
28166,0.78,0.98
28167,0.05,0.33
28168,0.31,0.79
28169,0.07,0.31
28170,0.05,0.32
28171,0.12,0.42
28172,0.07,0.61
28173,0.02,0.09
28174,0.02,0.14
28175,0.29,0.77
28176,0.04,0.05
28177,0.31,0.23
28178,0.05,0.64
28179,0.04,0.3
28180,0.11,0.19
28181,0.09,0.35
28182,0.1,0.44
28183,0.06,0.2
28184,0.05,0.15
28185,0.18,0.38
28186,0.12,0.36
28187,0.32,0.52
28188,0.17,0.22
28189,0.05,0.18
28190,0.12,0.29
28191,0.01,0.0
28192,0.04,0.21
28193,0.04,0.89
28194,0.04,0.29
28195,0.46,0.83
28196,0.59,0.81
28197,0.08,0.51
28198,0.44,0.78
28199,0.05,0.52
28200,0.11,0.29
28201,0.09,0.33
28202,0.08,0.64
28203,0.38,0.87
28204,0.03,0.13
28205,0.53,0.35
28206,0.12,0.27
28207,0.71,0.75
28208,0.03,0.19
28209,0.25,0.58
28210,0.04,0.09
28211,0.54,0.65
28212,0.64,0.68
28213,0.73,0.7
28214,0.03,0.21
28215,0.39,0.59
28216,0.2,0.36
28217,0.01,0.02
28218,0.68,0.79
28219,0.15,0.12
28220,0.09,0.22
28221,0.1,0.24
28222,0.38,0.73
28223,0.28,0.81
28224,0.15,0.2
28225,0.33,0.5
28226,0.02,0.11
28227,0.2,0.94
28228,0.05,0.51
28229,0.54,0.8
28230,0.02,0.04
28231,0.51,0.87
28232,0.5,0.57
28233,0.16,0.41
28234,0.4,0.83
28235,0.04,0.38
28236,0.04,0.13
28237,0.23,0.18
28238,0.27,0.8
28239,0.04,0.39
28240,0.46,0.47
28241,0.01,0.08
28242,0.4,0.71
28243,0.03,0.35
28244,0.24,0.75
28245,0.21,0.51
28246,0.07,0.08
28247,0.19,0.29
28248,0.12,0.42
28249,0.03,0.27
28250,0.26,0.76
28251,0.39,0.77
28252,0.06,0.25
28253,0.24,0.75
28254,0.35,0.15
28255,0.15,0.49
28256,0.71,0.68
28257,0.0,0.06
28258,0.07,0.11
28259,0.15,0.7
28260,0.18,0.38
28261,0.51,0.65
28262,0.14,0.19
28263,0.07,0.2
28264,0.45,0.86
28265,0.18,0.67
28266,0.02,0.1
28267,0.09,0.47
28268,0.05,0.19
28269,0.08,0.16
28270,0.25,0.76
28271,0.53,0.42
28272,0.12,0.61
28273,0.14,0.52
28274,0.34,0.83
28275,0.05,0.48
28276,0.15,0.44
28277,0.01,0.08
28278,0.17,0.58
28279,0.67,0.77
28280,0.01,0.25
28281,0.01,0.04
28282,0.03,0.1
28283,0.22,0.25
28284,0.67,0.64
28285,0.22,0.57
28286,0.11,0.45
28287,0.07,0.23
28288,0.03,0.34
28289,0.04,0.08
28290,0.04,0.07
28291,0.82,0.95
28292,0.14,0.42
28293,0.01,0.09
28294,0.32,0.76
28295,0.05,0.56
28296,0.32,0.53
28297,0.02,0.14
28298,0.03,0.81
28299,0.14,0.17
28300,0.14,0.29
28301,0.06,0.13
28302,0.16,0.4
28303,0.97,0.98
28304,0.0,0.39
28305,0.08,0.22
28306,0.03,0.09
28307,0.06,0.66
28308,0.44,0.87
28309,0.02,0.1
28310,0.1,0.38
28311,0.02,0.86
28312,0.05,0.58
28313,0.02,0.16
28314,0.06,0.34
28315,0.91,0.95
28316,0.03,0.36
28317,0.08,0.04
28318,0.01,0.12
28319,0.13,0.28
28320,0.57,0.77
28321,0.23,0.92
28322,0.29,0.5
28323,0.07,0.63
28324,0.09,0.9
28325,0.06,0.83
28326,0.38,0.67
28327,0.79,0.92
28328,0.22,0.26
28329,0.14,0.64
28330,0.35,0.41
28331,0.03,0.05
28332,0.01,0.09
28333,0.06,0.19
28334,0.02,0.2
28335,0.02,0.15
28336,0.36,0.62
28337,0.24,0.17
28338,0.09,0.2
28339,0.71,0.89
28340,0.26,0.43
28341,0.28,0.85
28342,0.31,0.28
28343,0.52,0.76
28344,0.21,0.56
28345,0.14,0.48
28346,0.13,0.73
28347,0.29,0.53
28348,0.13,0.48
28349,0.02,0.11
28350,0.69,0.92
28351,0.11,0.63
28352,0.05,0.74
28353,0.5,0.63
28354,0.09,0.09
28355,0.1,0.5
28356,0.08,0.65
28357,0.03,0.12
28358,0.4,0.66
28359,0.15,0.76
28360,0.24,0.64
28361,0.02,0.3
28362,0.26,0.96
28363,0.87,0.89
28364,0.7,0.97
28365,0.06,0.12
28366,0.06,0.32
28367,0.03,0.39
28368,0.59,0.83
28369,0.07,0.04
28370,0.34,0.67
28371,0.24,0.32
28372,0.12,0.18
28373,0.15,0.23
28374,0.07,0.17
28375,0.18,0.28
28376,0.04,0.29
28377,0.07,0.23
28378,0.01,0.11
28379,0.06,0.35
28380,0.06,0.29
28381,0.7,0.93
28382,0.2,0.46
28383,0.01,0.12
28384,0.02,0.14
28385,0.46,0.88
28386,0.1,0.39
28387,0.28,0.83
28388,0.58,0.75
28389,0.04,0.06
28390,0.35,0.86
28391,0.13,0.22
28392,0.23,0.69
28393,0.13,0.83
28394,0.04,0.41
28395,0.05,0.79
28396,0.17,0.28
28397,0.28,0.3
28398,0.07,0.17
28399,0.93,0.93
28400,0.07,0.75
28401,0.08,0.14
28402,0.38,0.39
28403,0.4,0.5
28404,0.1,0.72
28405,0.1,0.18
28406,0.12,0.19
28407,0.56,0.63
28408,0.16,0.93
28409,0.03,0.14
28410,0.76,0.77
28411,0.41,0.37
28412,0.81,0.86
28413,0.16,0.26
28414,0.88,0.99
28415,0.04,0.1
28416,0.04,0.19
28417,0.04,0.1
28418,0.52,0.55
28419,0.76,0.86
28420,0.63,0.76
28421,0.13,0.43
28422,0.02,0.09
28423,0.02,0.07
28424,0.37,0.37
28425,0.06,0.12
28426,0.07,0.52
28427,0.22,0.41
28428,0.12,0.65
28429,0.16,0.09
28430,0.64,0.73
28431,0.85,0.92
28432,0.07,0.25
28433,0.23,0.35
28434,0.03,0.6
28435,0.24,0.66
28436,0.14,0.13
28437,0.04,0.37
28438,0.02,0.1
28439,0.08,0.33
28440,0.08,0.79
28441,0.77,0.95
28442,0.02,0.84
28443,0.76,0.91
28444,0.4,0.48
28445,0.28,0.17
28446,0.09,0.44
28447,0.05,0.61
28448,0.47,0.37
28449,0.15,0.47
28450,0.04,0.47
28451,0.06,0.13
28452,0.04,0.13
28453,0.07,0.38
28454,0.12,0.23
28455,0.73,0.89
28456,0.11,0.49
28457,0.25,0.52
28458,0.04,0.45
28459,0.0,0.08
28460,0.01,0.05
28461,0.25,0.31
28462,0.02,0.25
28463,0.3,0.22
28464,0.11,0.64
28465,0.57,0.59
28466,0.12,0.16
28467,0.24,0.65
28468,0.12,0.24
28469,0.19,0.28
28470,0.13,0.25
28471,0.09,0.85
28472,0.03,0.37
28473,0.03,0.26
28474,0.08,0.38
28475,0.43,0.61
28476,0.04,0.13
28477,0.02,0.1
28478,0.19,0.48
28479,0.45,0.63
28480,0.03,0.4
28481,0.08,0.5
28482,0.16,0.76
28483,0.06,0.43
28484,0.07,0.7
28485,0.05,0.1
28486,0.0,0.07
28487,0.03,0.19
28488,0.13,0.82
28489,0.34,0.46
28490,0.07,0.37
28491,0.19,0.65
28492,0.16,0.58
28493,0.08,0.07
28494,0.36,0.5
28495,0.08,0.14
28496,0.11,0.87
28497,0.06,0.2
28498,0.04,0.48
28499,0.26,0.64
28500,0.2,0.27
28501,0.07,0.53
28502,0.02,0.36
28503,0.2,0.44
28504,0.08,0.15
28505,0.0,0.04
28506,0.44,0.68
28507,0.02,0.09
28508,0.79,0.81
28509,0.09,0.52
28510,0.45,0.59
28511,0.11,0.7
28512,0.04,0.35
28513,0.26,0.39
28514,0.12,0.39
28515,0.08,0.24
28516,0.07,0.25
28517,0.06,0.09
28518,0.22,0.64
28519,0.05,0.36
28520,0.06,0.07
28521,0.16,0.76
28522,0.32,0.73
28523,0.12,0.32
28524,0.25,0.39
28525,0.12,0.23
28526,0.15,0.22
28527,0.02,0.25
28528,0.43,0.72
28529,0.03,0.13
28530,0.28,0.82
28531,0.05,0.07
28532,0.07,0.09
28533,0.06,0.14
28534,0.05,0.08
28535,0.01,0.11
28536,0.11,0.65
28537,0.09,0.58
28538,0.7,0.7
28539,0.01,0.17
28540,0.18,1.0
28541,0.24,0.68
28542,0.0,0.07
28543,0.09,0.26
28544,0.22,0.62
28545,0.08,0.78
28546,0.16,0.25
28547,0.13,0.73
28548,0.07,0.22
28549,0.01,0.2
28550,0.11,0.38
28551,0.39,0.81
28552,0.37,0.34
28553,0.08,0.15
28554,0.08,0.58
28555,0.12,0.42
28556,0.02,0.19
28557,0.37,0.82
28558,0.08,0.4
28559,0.07,0.14
28560,0.12,0.59
28561,0.3,0.88
28562,0.06,0.15
28563,0.02,0.07
28564,0.03,0.09
28565,0.46,0.57
28566,0.07,0.49
28567,0.17,0.08
28568,0.02,0.38
28569,0.35,0.61
28570,0.02,0.2
28571,0.04,0.25
28572,0.01,0.2
28573,0.79,0.96
28574,0.3,0.4
28575,0.18,0.75
28576,0.24,0.13
28577,0.09,0.85
28578,0.01,0.07
28579,0.21,0.67
28580,0.32,0.56
28581,0.07,0.43
28582,0.3,0.54
28583,0.05,0.68
28584,0.18,0.79
28585,0.17,0.28
28586,0.08,0.27
28587,0.28,0.71
28588,0.22,0.4
28589,0.9,0.91
28590,0.07,0.28
28591,0.8,0.96
28592,0.78,0.87
28593,0.29,0.78
28594,0.01,0.21
28595,0.14,0.72
28596,0.03,0.12
28597,0.1,0.69
28598,0.08,0.22
28599,0.05,0.23
28600,0.08,0.45
28601,0.35,0.78
28602,0.35,0.5
28603,0.3,0.3
28604,0.28,0.29
28605,0.05,0.1
28606,0.06,0.2
28607,0.07,0.12
28608,0.03,0.24
28609,0.36,0.75
28610,0.39,0.32
28611,0.14,0.16
28612,0.16,0.84
28613,0.07,0.24
28614,0.02,0.16
28615,0.02,0.12
28616,0.06,0.29
28617,0.01,0.03
28618,0.07,0.12
28619,0.2,0.42
28620,0.44,0.65
28621,0.01,0.76
28622,0.66,0.75
28623,0.12,0.26
28624,0.02,0.45
28625,0.11,0.24
28626,0.13,0.73
28627,0.22,0.7
28628,0.13,0.44
28629,0.03,0.04
28630,0.42,0.82
28631,0.15,0.36
28632,0.14,0.29
28633,0.49,0.5
28634,0.42,0.39
28635,0.22,0.83
28636,0.1,0.51
28637,0.28,0.7
28638,0.22,0.23
28639,0.06,0.73
28640,0.13,0.54
28641,0.05,0.4
28642,0.09,0.32
28643,0.05,0.33
28644,0.18,0.38
28645,0.06,0.41
28646,0.24,0.27
28647,0.01,0.2
28648,0.05,0.4
28649,0.3,0.51
28650,0.24,0.29
28651,0.72,0.77
28652,0.06,0.09
28653,0.05,0.68
28654,0.22,0.84
28655,0.26,0.62
28656,0.34,0.8
28657,0.15,0.32
28658,0.71,0.95
28659,0.04,0.08
28660,0.55,0.23
28661,0.3,0.55
28662,0.05,0.12
28663,0.07,0.22
28664,0.18,0.62
28665,0.35,0.37
28666,0.04,0.11
28667,0.35,0.5
28668,0.12,0.5
28669,0.47,0.85
28670,0.08,0.05
28671,0.06,0.17
28672,0.04,0.56
28673,0.29,0.71
28674,0.1,0.32
28675,0.58,0.95
28676,0.14,0.56
28677,0.05,0.83
28678,0.03,0.18
28679,0.43,0.61
28680,0.02,0.34
28681,0.38,0.73
28682,0.74,0.92
28683,0.14,0.45
28684,0.04,0.11
28685,0.02,0.2
28686,0.26,0.89
28687,0.0,0.04
28688,0.27,0.65
28689,0.74,0.86
28690,0.19,0.47
28691,0.45,0.62
28692,0.18,0.77
28693,0.03,0.89
28694,0.35,0.66
28695,0.07,0.61
28696,0.09,0.3
28697,0.11,0.45
28698,0.82,0.87
28699,0.06,0.1
28700,0.14,0.84
28701,0.16,0.29
28702,0.01,0.2
28703,0.06,0.5
28704,0.42,0.71
28705,0.26,0.81
28706,0.2,0.3
28707,0.03,0.18
28708,0.28,0.16
28709,0.04,0.09
28710,0.93,0.98
28711,0.61,0.99
28712,0.25,0.28
28713,0.32,0.3
28714,0.46,0.61
28715,0.68,0.86
28716,0.12,0.14
28717,0.05,0.61
28718,0.06,0.51
28719,0.07,0.14
28720,0.05,0.15
28721,0.02,0.3
28722,0.16,0.35
28723,0.21,0.77
28724,0.13,0.7
28725,0.2,0.8
28726,0.25,0.4
28727,0.15,0.3
28728,0.31,0.25
28729,0.08,0.71
28730,0.35,0.55
28731,0.13,0.43
28732,0.12,0.06
28733,0.07,0.16
28734,0.03,0.27
28735,0.03,0.36
28736,0.12,0.24
28737,0.37,0.85
28738,0.12,0.96
28739,0.3,0.65
28740,0.47,0.75
28741,0.07,0.42
28742,0.08,0.08
28743,0.04,0.24
28744,0.08,0.84
28745,0.19,0.89
28746,0.44,0.14
28747,0.12,0.7
28748,0.75,0.87
28749,0.09,0.36
28750,0.2,0.4
28751,0.23,0.66
28752,0.18,0.38
28753,0.22,0.11
28754,0.62,0.62
28755,0.35,0.69
28756,0.03,0.23
28757,0.13,0.41
28758,0.03,0.11
28759,0.07,0.5
28760,0.01,0.2
28761,0.25,0.58
28762,0.46,0.86
28763,0.14,0.36
28764,0.47,0.66
28765,0.07,0.55
28766,0.13,0.74
28767,0.15,0.36
28768,0.1,0.08
28769,0.32,0.51
28770,0.27,0.6
28771,0.42,0.74
28772,0.04,0.51
28773,0.09,0.27
28774,0.77,0.95
28775,0.05,0.38
28776,0.06,0.55
28777,0.06,0.43
28778,0.25,0.39
28779,0.52,0.92
28780,0.06,0.12
28781,0.5,0.65
28782,0.16,0.9
28783,0.12,0.28
28784,0.06,0.43
28785,0.05,0.37
28786,0.11,0.17
28787,0.08,0.2
28788,0.03,0.16
28789,0.25,0.62
28790,0.51,0.73
28791,0.68,0.96
28792,0.62,0.83
28793,0.69,0.96
28794,0.0,0.11
28795,0.23,0.21
28796,0.01,0.03
28797,0.74,0.82
28798,0.19,0.91
28799,0.08,0.37
28800,0.17,0.14
28801,0.04,0.18
28802,0.19,0.34
28803,0.01,0.76
28804,0.19,0.94
28805,0.01,0.05
28806,0.52,0.74
28807,0.12,0.25
28808,0.1,0.19
28809,0.07,0.67
28810,0.21,0.18
28811,0.17,0.84
28812,0.03,0.1
28813,0.14,0.32
28814,0.08,0.33
28815,0.1,0.18
28816,0.07,0.4
28817,0.01,0.3
28818,0.04,0.3
28819,0.05,0.6
28820,0.03,0.1
28821,0.01,0.06
28822,0.05,0.2
28823,0.11,0.71
28824,0.61,0.84
28825,0.14,0.29
28826,0.07,0.36
28827,0.46,0.73
28828,0.08,0.19
28829,0.11,0.18
28830,0.11,0.61
28831,0.0,0.1
28832,0.06,0.46
28833,0.21,0.46
28834,0.36,0.65
28835,0.27,0.41
28836,0.14,0.6
28837,0.59,0.77
28838,0.26,0.6
28839,0.64,0.81
28840,0.06,0.5
28841,0.07,0.27
28842,0.46,0.31
28843,0.15,0.71
28844,0.02,0.27
28845,0.07,0.1
28846,0.61,0.87
28847,0.03,0.12
28848,0.22,0.46
28849,0.24,0.45
28850,0.05,0.3
28851,0.17,0.24
28852,0.25,0.82
28853,0.01,0.11
28854,0.16,0.88
28855,0.09,0.19
28856,0.09,0.54
28857,0.07,0.36
28858,0.15,0.79
28859,0.05,0.11
28860,0.25,0.46
28861,0.64,0.67
28862,0.19,0.48
28863,0.25,0.94
28864,0.54,0.46
28865,0.08,0.86
28866,0.27,0.36
28867,0.04,0.28
28868,0.01,0.09
28869,0.04,0.2
28870,0.13,0.14
28871,0.1,0.24
28872,0.09,0.69
28873,0.04,0.03
28874,0.15,0.59
28875,0.28,0.82
28876,0.12,0.54
28877,0.0,0.03
28878,0.02,0.1
28879,0.1,0.55
28880,0.37,0.55
28881,0.14,0.26
28882,0.62,0.84
28883,0.57,0.62
28884,0.33,0.27
28885,0.24,0.48
28886,0.04,0.25
28887,0.04,0.13
28888,0.03,0.24
28889,0.05,0.14
28890,0.09,0.76
28891,0.06,0.08
28892,0.03,0.09
28893,0.1,0.63
28894,0.05,0.15
28895,0.06,0.25
28896,0.16,0.27
28897,0.31,0.86
28898,0.01,0.24
28899,0.11,0.37
28900,0.16,0.27
28901,0.01,0.9
28902,0.34,0.35
28903,0.14,0.16
28904,0.23,0.77
28905,0.19,0.69
28906,0.11,0.86
28907,0.01,0.02
28908,0.75,0.84
28909,0.48,0.67
28910,0.22,0.59
28911,0.28,0.48
28912,0.09,0.91
28913,0.11,0.31
28914,0.21,0.82
28915,0.13,0.13
28916,0.16,0.61
28917,0.15,0.7
28918,0.58,0.86
28919,0.28,0.66
28920,0.56,0.56
28921,0.1,0.68
28922,0.11,0.29
28923,0.72,0.82
28924,0.11,0.71
28925,0.39,0.7
28926,0.19,0.2
28927,0.03,0.17
28928,0.32,0.74
28929,0.07,0.07
28930,0.08,0.09
28931,0.32,0.57
28932,0.8,0.34
28933,0.03,0.04
28934,0.29,0.5
28935,0.27,0.57
28936,0.06,0.28
28937,0.2,0.67
28938,0.02,0.26
28939,0.26,0.59
28940,0.4,0.53
28941,0.42,0.68
28942,0.03,0.14
28943,0.19,0.54
28944,0.07,0.26
28945,0.06,0.25
28946,0.14,0.29
28947,0.05,0.14
28948,0.17,0.74
28949,0.08,0.44
28950,0.09,0.98
28951,0.13,0.1
28952,0.03,0.43
28953,0.04,0.77
28954,0.12,0.34
28955,0.06,0.89
28956,0.06,0.45
28957,0.05,0.34
28958,0.12,0.21
28959,0.32,0.57
28960,0.26,0.72
28961,0.24,0.16
28962,0.4,0.25
28963,0.14,0.44
28964,0.09,0.53
28965,0.54,0.21
28966,0.16,0.2
28967,0.43,0.94
28968,0.16,0.76
28969,0.14,0.19
28970,0.24,0.2
28971,0.13,0.51
28972,0.12,0.86
28973,0.14,0.55
28974,0.06,0.02
28975,0.03,0.33
28976,0.07,0.61
28977,0.21,0.31
28978,0.02,0.46
28979,0.22,0.8
28980,0.07,0.14
28981,0.36,0.72
28982,0.03,0.29
28983,0.0,0.03
28984,0.33,0.68
28985,0.24,0.39
28986,0.39,0.48
28987,0.05,0.2
28988,0.36,0.64
28989,0.26,0.93
28990,0.08,0.43
28991,0.26,0.61
28992,0.05,0.16
28993,0.06,0.26
28994,0.24,0.43
28995,0.06,0.48
28996,0.29,0.52
28997,0.06,0.19
28998,0.35,0.76
28999,0.09,0.41
29000,0.86,0.86
29001,0.1,0.18
29002,0.17,0.24
29003,0.5,0.79
29004,0.61,0.75
29005,0.09,0.62
29006,0.06,0.06
29007,0.1,0.75
29008,0.23,0.6
29009,0.04,0.46
29010,0.09,0.16
29011,0.07,0.23
29012,0.27,0.42
29013,0.02,0.22
29014,0.35,0.56
29015,0.07,0.11
29016,0.11,0.61
29017,0.19,0.72
29018,0.01,0.12
29019,0.06,0.51
29020,0.36,0.71
29021,0.36,0.57
29022,0.26,0.47
29023,0.62,0.75
29024,0.23,0.43
29025,0.05,0.17
29026,0.44,0.51
29027,0.6,0.78
29028,0.2,0.36
29029,0.0,0.3
29030,0.03,0.22
29031,0.09,0.28
29032,0.48,0.85
29033,0.04,0.45
29034,0.49,0.54
29035,0.07,0.33
29036,0.11,0.33
29037,0.05,0.92
29038,0.01,0.33
29039,0.27,0.52
29040,0.07,0.13
29041,0.28,0.63
29042,0.35,0.11
29043,0.03,0.21
29044,0.78,0.9
29045,0.3,0.4
29046,0.04,0.16
29047,0.28,0.25
29048,0.75,0.84
29049,0.56,0.84
29050,0.1,0.76
29051,0.43,0.65
29052,0.02,0.18
29053,0.18,0.68
29054,0.05,0.15
29055,0.15,0.65
29056,0.03,0.76
29057,0.25,0.84
29058,0.02,0.04
29059,0.06,0.19
29060,0.19,0.73
29061,0.06,0.53
29062,0.13,0.37
29063,0.79,0.89
29064,0.82,0.94
29065,0.16,0.19
29066,0.2,0.67
29067,0.46,0.87
29068,0.03,0.1
29069,0.05,0.87
29070,0.11,0.49
29071,0.39,0.48
29072,0.06,0.49
29073,0.06,0.3
29074,0.71,0.9
29075,0.09,0.65
29076,0.63,0.77
29077,0.02,0.82
29078,0.04,0.47
29079,0.41,0.51
29080,0.0,0.29
29081,0.08,0.71
29082,0.05,0.11
29083,0.02,0.06
29084,0.53,0.76
29085,0.22,0.73
29086,0.86,0.86
29087,0.26,0.23
29088,0.18,0.6
29089,0.0,0.01
29090,0.06,0.69
29091,0.54,0.93
29092,0.39,0.54
29093,0.78,0.81
29094,0.04,0.04
29095,0.1,0.56
29096,0.44,0.78
29097,0.1,0.18
29098,0.53,0.83
29099,0.67,0.79
29100,0.61,0.63
29101,0.24,0.65
29102,0.36,0.82
29103,0.49,0.61
29104,0.05,0.68
29105,0.79,0.79
29106,0.11,0.67
29107,0.1,0.31
29108,0.66,0.82
29109,0.19,0.37
29110,0.04,0.16
29111,0.72,0.9
29112,0.55,0.7
29113,0.04,0.27
29114,0.22,0.37
29115,0.04,0.21
29116,0.13,0.34
29117,0.29,0.6
29118,0.37,0.83
29119,0.76,0.99
29120,0.08,0.16
29121,0.06,0.1
29122,0.43,0.9
29123,0.15,0.37
29124,0.3,0.15
29125,0.11,0.38
29126,0.45,0.36
29127,0.4,0.79
29128,0.21,0.63
29129,0.01,0.05
29130,0.15,0.62
29131,0.01,0.05
29132,0.46,0.49
29133,0.19,0.5
29134,0.07,0.34
29135,0.21,0.83
29136,0.16,0.23
29137,0.11,0.46
29138,0.03,0.05
29139,0.0,0.13
29140,0.06,0.16
29141,0.32,0.16
29142,0.45,0.69
29143,0.11,0.33
29144,0.88,0.94
29145,0.55,0.62
29146,0.09,0.17
29147,0.07,0.66
29148,0.33,0.87
29149,0.04,0.76
29150,0.03,0.18
29151,0.13,0.35
29152,0.3,0.59
29153,0.11,0.1
29154,0.06,0.19
29155,0.16,0.8
29156,0.11,0.16
29157,0.02,0.06
29158,0.06,0.83
29159,0.46,0.71
29160,0.03,0.06
29161,0.56,0.69
29162,0.12,0.12
29163,0.08,0.07
29164,0.15,0.23
29165,0.75,0.9
29166,0.11,0.36
29167,0.17,0.09
29168,0.19,0.57
29169,0.55,0.78
29170,0.13,0.61
29171,0.19,0.46
29172,0.02,0.41
29173,0.1,0.36
29174,0.33,0.25
29175,0.52,0.69
29176,0.32,0.54
29177,0.31,0.48
29178,0.25,0.23
29179,0.16,0.45
29180,0.12,0.66
29181,0.12,0.35
29182,0.01,0.04
29183,0.38,0.48
29184,0.09,0.04
29185,0.52,0.33
29186,0.06,0.36
29187,0.08,0.25
29188,0.05,0.36
29189,0.01,0.06
29190,0.13,0.37
29191,0.11,0.26
29192,0.06,0.17
29193,0.07,0.26
29194,0.03,0.05
29195,0.35,0.78
29196,0.2,0.19
29197,0.06,0.17
29198,0.12,0.27
29199,0.02,0.34
29200,0.59,0.42
29201,0.08,0.16
29202,0.5,0.51
29203,0.09,0.59
29204,0.09,0.77
29205,0.11,0.81
29206,0.2,0.85
29207,0.24,0.46
29208,0.18,0.96
29209,0.1,0.21
29210,0.07,0.05
29211,0.37,0.57
29212,0.01,0.02
29213,0.02,0.17
29214,0.06,0.77
29215,0.06,0.12
29216,0.76,0.83
29217,0.25,0.28
29218,0.48,0.77
29219,0.01,0.08
29220,0.06,0.57
29221,0.57,0.77
29222,0.0,0.08
29223,0.04,0.07
29224,0.48,0.54
29225,0.09,0.8
29226,0.09,0.19
29227,0.12,0.5
29228,0.66,0.81
29229,0.18,0.33
29230,0.38,0.39
29231,0.03,0.3
29232,0.18,0.31
29233,0.01,0.25
29234,0.04,0.07
29235,0.45,0.57
29236,0.42,0.76
29237,0.18,0.49
29238,0.77,0.88
29239,0.11,0.18
29240,0.2,0.46
29241,0.02,0.16
29242,0.04,0.7
29243,0.16,0.49
29244,0.78,0.73
